"activity" "subject" "value" "t_f" "action" "measure" "coordinate"
"SITTING" "20" -0.970896863484848 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "21" -0.979002804823529 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "22" -0.964782832419355 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "23" -0.978045837794118 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "24" -0.979573678088235 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "25" -0.982870991692308 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "26" -0.986215215641026 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "27" -0.985097470714286 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "28" -0.962219452777778 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "29" -0.9840551 "t" "BodyAccJerk" "std()" "Y"
"SITTING" "30" -0.980420928387097 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "1" -0.98564873245283 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "2" -0.97105943962963 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "3" -0.941686785737705 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "4" -0.938354677857143 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "5" -0.931217140714286 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "6" -0.949362277017544 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "7" -0.965810609622642 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "8" -0.976442140740741 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "9" -0.963849332888889 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "10" -0.941328663409091 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "11" -0.979428279574468 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "12" -0.953203115409836 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "13" -0.977704172105263 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "14" -0.966362425833333 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "15" -0.967720399622641 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "16" -0.98262195474359 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "17" -0.98666125974359 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "18" -0.975277836849315 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "19" -0.970543276575342 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "20" -0.935605650958904 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "21" -0.963921458202247 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "22" -0.952303493968254 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "23" -0.975219983676471 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "24" -0.967745638695652 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "25" -0.972272410540541 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "26" -0.975935485405405 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "27" -0.975829725 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "28" -0.933768175063291 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "29" -0.983338157846154 "t" "BodyAccJerk" "std()" "Y"
"STANDING" "30" -0.957318881355932 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "1" -0.9241492736 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "2" -0.98317254125 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "3" -0.968710724677419 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "4" -0.942209488333333 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "5" -0.964560430961538 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "6" -0.933674494385965 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "7" -0.973093160192308 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "8" -0.976520952037037 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "9" -0.9639966798 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "10" -0.966930793448276 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "11" -0.972777455263158 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "12" -0.962639526833333 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "13" -0.980152342903226 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "14" -0.96812761745098 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "15" -0.970921587777778 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "16" -0.984867286857143 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "17" -0.976960542816901 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "18" -0.985554339384615 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "19" -0.974524522650602 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "20" -0.977002606764706 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "21" -0.971584753222222 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "22" -0.955151526805556 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "23" -0.988611616666667 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "24" -0.982430495 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "25" -0.945687169726027 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "26" -0.987182887763158 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "27" -0.985159461756757 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "28" -0.97867953975 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "29" -0.989513565652174 "t" "BodyAccJerk" "std()" "Y"
"LAYING" "30" -0.971049778142857 "t" "BodyAccJerk" "std()" "Y"
"WALKING" "1" -0.502699788526316 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "2" -0.586090418983051 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "3" -0.52948611637931 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "4" -0.7513913825 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "5" -0.612895318571429 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "6" -0.575777466491228 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "7" -0.149488514397895 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "8" -0.383200596479167 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "9" -0.409764526153846 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "10" -0.511662905849057 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "11" -0.720654731186441 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "12" -0.512276838 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "13" -0.374633172105263 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "14" -0.472791088644068 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "15" -0.686268420555556 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "16" -0.44025821745098 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "17" -0.534303311639344 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "18" -0.633325860714286 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "19" -0.179390497475 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "20" -0.387664584313725 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "21" -0.425142604807692 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "22" -0.313155902608696 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "23" -0.0293115056033898 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "24" -0.491189466034483 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "25" -0.675601403648649 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "26" -0.397483516101695 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "27" -0.401188539824561 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "28" -0.537470471666667 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "29" -0.461758009811321 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "30" -0.521351855076923 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "1" -0.706593530943396 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "2" -0.5737463525 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "3" -0.708551711864407 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "4" -0.726495311923077 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "5" -0.63836903212766 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "6" -0.560830688235294 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "7" -0.60780843627451 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "8" -0.447518179097561 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "9" -0.647296002040816 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "10" -0.607520480212766 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "11" -0.785359167222222 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "12" -0.719336352692308 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "13" -0.660921263636364 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "14" -0.327868814314815 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "15" -0.748809454166667 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "16" -0.593411129607843 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "17" -0.657430836041667 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "18" -0.760829911206897 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "19" -0.4442822275 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "20" -0.513641207058824 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "21" -0.562052350212766 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "22" -0.471703304761905 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "23" -0.408094020392157 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "24" -0.523807264237288 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "25" -0.812458372307692 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "26" -0.677995585454545 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "27" -0.633722935098039 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "28" -0.637488941176471 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "29" -0.678763766530612 "t" "BodyAccJerk" "std()" "Z"
"WALKING_UPSTAIRS" "30" -0.761942025384615 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "1" -0.345735032326531 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "2" -0.340122023191489 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "3" -0.571735243061224 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "4" -0.626646986888889 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "5" -0.52265163787234 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "6" -0.336817322270833 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "7" -0.347107758021277 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "8" -0.0135136269 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "9" -0.359513362761905 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "10" -0.318188417289474 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "11" -0.579710482173913 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "12" -0.498655793478261 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "13" -0.31704660987234 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "14" -0.133634060621778 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "15" -0.404005582309524 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "16" -0.303381582831915 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "17" -0.536331570652174 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "18" -0.651246664909091 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "19" -0.0200111148717949 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "20" -0.381503405466667 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "21" -0.246061882112444 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "22" -0.477806646111111 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "23" 0.0310157077775926 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "24" -0.290239376563636 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "25" -0.711494695517241 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "26" -0.3793359516 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "27" -0.409310918409091 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "28" -0.427053261304348 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "29" -0.478764185 "t" "BodyAccJerk" "std()" "Z"
"WALKING_DOWNSTAIRS" "30" -0.467070153387097 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "1" -0.987910804468085 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "2" -0.98751821173913 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "3" -0.974661565961538 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "4" -0.9790387658 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "5" -0.973436529545455 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "6" -0.958572952545454 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "7" -0.972256472708333 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "8" -0.985285807173913 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "9" -0.9618894376 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "10" -0.988255803703704 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "11" -0.983441609622641 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "12" -0.97911346627451 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "13" -0.987612090204082 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "14" -0.976133383518519 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "15" -0.987011024745763 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "16" -0.983487212898551 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "17" -0.990529261875 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "18" -0.990153121754386 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "19" -0.986704740273973 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "20" -0.976522488787879 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "21" -0.985823622941176 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "22" -0.978928356290323 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "23" -0.975978995 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "24" -0.984662946764706 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "25" -0.988433153384615 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "26" -0.99000871051282 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "27" -0.988904001571429 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "28" -0.976327426666667 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "29" -0.990168733 "t" "BodyAccJerk" "std()" "Z"
"SITTING" "30" -0.988164381290323 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "1" -0.992251177358491 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "2" -0.982841446481482 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "3" -0.973059634918033 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "4" -0.973054201071429 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "5" -0.963832118928571 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "6" -0.967547241754386 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "7" -0.972060053207547 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "8" -0.982610899259259 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "9" -0.970584264666667 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "10" -0.9764306 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "11" -0.990132989574468 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "12" -0.975556976885246 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "13" -0.986926242631579 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "14" -0.970766734 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "15" -0.985301940754717 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "16" -0.988073825641026 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "17" -0.991217027307692 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "18" -0.988455249452055 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "19" -0.986142491917808 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "20" -0.958936310958904 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "21" -0.977915677191011 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "22" -0.981478064920635 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "23" -0.973595215441176 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "24" -0.977716354927536 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "25" -0.987062685135135 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "26" -0.986693448648649 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "27" -0.987354788 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "28" -0.969765362025316 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "29" -0.990593859692308 "t" "BodyAccJerk" "std()" "Z"
"STANDING" "30" -0.968897316101695 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "1" -0.9548551108 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "2" -0.988442014375 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "3" -0.982093162903226 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "4" -0.978511984259259 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "5" -0.985419368461538 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "6" -0.959646055263158 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "7" -0.972983064230769 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "8" -0.96608757462963 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "9" -0.958562455 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "10" -0.976256662586207 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "11" -0.982111784210526 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "12" -0.970629308166667 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "13" -0.983070657419355 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "14" -0.972431855490196 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "15" -0.978402956527778 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "16" -0.987644127 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "17" -0.98281300056338 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "18" -0.990660246153846 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "19" -0.988260181084337 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "20" -0.984989224117647 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "21" -0.983977644222222 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "22" -0.974527011944444 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "23" -0.984663476666667 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "24" -0.983087366805556 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "25" -0.96783552630137 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "26" -0.989064628947368 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "27" -0.989685146621622 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "28" -0.973071655875 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "29" -0.993288313333333 "t" "BodyAccJerk" "std()" "Z"
"LAYING" "30" -0.979517896142857 "t" "BodyAccJerk" "std()" "Z"
"WALKING" "1" -0.041830963526 "t" "BodyGyro" "mean()" "X"
"WALKING" "2" -0.0530258157347458 "t" "BodyGyro" "mean()" "X"
"WALKING" "3" -0.0256405192517241 "t" "BodyGyro" "mean()" "X"
"WALKING" "4" -0.0317982557795 "t" "BodyGyro" "mean()" "X"
"WALKING" "5" -0.0488919896632143 "t" "BodyGyro" "mean()" "X"
"WALKING" "6" -0.025509618645614 "t" "BodyGyro" "mean()" "X"
"WALKING" "7" 0.00228835208526316 "t" "BodyGyro" "mean()" "X"
"WALKING" "8" 0.0235088228254167 "t" "BodyGyro" "mean()" "X"
"WALKING" "9" -0.0808360598653846 "t" "BodyGyro" "mean()" "X"
"WALKING" "10" 0.0106894976215094 "t" "BodyGyro" "mean()" "X"
"WALKING" "11" -0.0426928995457627 "t" "BodyGyro" "mean()" "X"
"WALKING" "12" -0.1045136708758 "t" "BodyGyro" "mean()" "X"
"WALKING" "13" -0.0174207634701754 "t" "BodyGyro" "mean()" "X"
"WALKING" "14" -0.00347655062271186 "t" "BodyGyro" "mean()" "X"
"WALKING" "15" -0.0554883847662963 "t" "BodyGyro" "mean()" "X"
"WALKING" "16" -0.0151721912792157 "t" "BodyGyro" "mean()" "X"
"WALKING" "17" -0.00922265519180328 "t" "BodyGyro" "mean()" "X"
"WALKING" "18" -0.0399399716026786 "t" "BodyGyro" "mean()" "X"
"WALKING" "19" -0.0274970979894231 "t" "BodyGyro" "mean()" "X"
"WALKING" "20" -0.0234104225980392 "t" "BodyGyro" "mean()" "X"
"WALKING" "21" -0.0459323393842308 "t" "BodyGyro" "mean()" "X"
"WALKING" "22" 0.0007771571 "t" "BodyGyro" "mean()" "X"
"WALKING" "23" -0.0631156870355932 "t" "BodyGyro" "mean()" "X"
"WALKING" "24" -0.0545126870724138 "t" "BodyGyro" "mean()" "X"
"WALKING" "25" -0.0156305378067568 "t" "BodyGyro" "mean()" "X"
"WALKING" "26" -0.00334085938813559 "t" "BodyGyro" "mean()" "X"
"WALKING" "27" -0.08558835714 "t" "BodyGyro" "mean()" "X"
"WALKING" "28" -0.105896207861111 "t" "BodyGyro" "mean()" "X"
"WALKING" "29" -0.00795668167188679 "t" "BodyGyro" "mean()" "X"
"WALKING" "30" -0.0459505355861538 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "1" 0.050549379754717 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "2" -0.0576912634583333 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "3" 0.0721980309322034 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "4" 0.0393825198942308 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "5" 0.0395191121489362 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "6" -0.0767406825588235 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "7" -0.138778108029412 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "8" 0.19270447595122 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "9" -0.16396719 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "10" 0.0733447168425532 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "11" -0.0820909701727778 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "12" -0.0931234101769231 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "13" -0.13829376226 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "14" 0.0813841685037037 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "15" 0.0903340029875 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "16" 0.0718408878078431 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "17" -0.0304250571395833 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "18" -0.0470683915017241 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "19" 0.0388537087875 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "20" 0.0659193258862745 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "21" 0.062608688893617 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "22" 0.13497880785381 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "23" 0.0957940245941176 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "24" 0.0883163772152542 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "25" 0.0556121923307692 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "26" -0.0247950825654545 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "27" -0.0940344886803922 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "28" -0.129362970764706 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "29" 0.0931989463020408 "t" "BodyGyro" "mean()" "X"
"WALKING_UPSTAIRS" "30" -0.00355974576923077 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "1" -0.0350781902989796 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "2" -0.11594735287234 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "3" -0.13157327645102 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "4" -0.102838822533333 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "5" -0.068294569906383 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "6" -0.0960837437708333 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "7" -0.105409612961702 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "8" -0.121189625973684 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "9" -0.0916383011071429 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "10" -0.124839594289474 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "11" -0.12506869905 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "12" -0.112531564434783 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "13" -0.122672201757447 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "14" -0.0147079653333333 "t" "BodyGyro" "mean()" "X"
"WALKING_DOWNSTAIRS" "15" -0.136618653071429 "t" "BodyGyro" "mean()" "X"
