"activity" "subject" "value" "signal" "action" "measure" "coordinate"
"LAYING" "27" -0.983736043783784 "time" "BodyAcc" "std()" "Y"
"LAYING" "28" -0.945386780375 "time" "BodyAcc" "std()" "Y"
"LAYING" "29" -0.990240946666667 "time" "BodyAcc" "std()" "Y"
"LAYING" "30" -0.954201823857143 "time" "BodyAcc" "std()" "Y"
"WALKING" "1" -0.260027902210526 "time" "BodyAcc" "std()" "Z"
"WALKING" "2" -0.425257524915254 "time" "BodyAcc" "std()" "Z"
"WALKING" "3" -0.387411994310345 "time" "BodyAcc" "std()" "Z"
"WALKING" "4" -0.586252806833333 "time" "BodyAcc" "std()" "Z"
"WALKING" "5" -0.45702143625 "time" "BodyAcc" "std()" "Z"
"WALKING" "6" -0.504324207192982 "time" "BodyAcc" "std()" "Z"
"WALKING" "7" 0.159631283261403 "time" "BodyAcc" "std()" "Z"
"WALKING" "8" -0.1420885318125 "time" "BodyAcc" "std()" "Z"
"WALKING" "9" -0.0579636469030769 "time" "BodyAcc" "std()" "Z"
"WALKING" "10" -0.395645072075472 "time" "BodyAcc" "std()" "Z"
"WALKING" "11" -0.530626311355932 "time" "BodyAcc" "std()" "Z"
"WALKING" "12" -0.4106060626 "time" "BodyAcc" "std()" "Z"
"WALKING" "13" -0.220503537026316 "time" "BodyAcc" "std()" "Z"
"WALKING" "14" 0.0518841040022034 "time" "BodyAcc" "std()" "Z"
"WALKING" "15" -0.518932634814815 "time" "BodyAcc" "std()" "Z"
"WALKING" "16" -0.159799790235294 "time" "BodyAcc" "std()" "Z"
"WALKING" "17" -0.265824489180328 "time" "BodyAcc" "std()" "Z"
"WALKING" "18" -0.428348061071429 "time" "BodyAcc" "std()" "Z"
"WALKING" "19" -0.13947794235 "time" "BodyAcc" "std()" "Z"
"WALKING" "20" -0.228734217372549 "time" "BodyAcc" "std()" "Z"
"WALKING" "21" -0.16868872575 "time" "BodyAcc" "std()" "Z"
"WALKING" "22" -0.213351968804348 "time" "BodyAcc" "std()" "Z"
"WALKING" "23" 0.164220685383051 "time" "BodyAcc" "std()" "Z"
"WALKING" "24" -0.288840016206897 "time" "BodyAcc" "std()" "Z"
"WALKING" "25" -0.437133403243243 "time" "BodyAcc" "std()" "Z"
"WALKING" "26" -0.333486502542373 "time" "BodyAcc" "std()" "Z"
"WALKING" "27" -0.297318273508772 "time" "BodyAcc" "std()" "Z"
"WALKING" "28" -0.300928395925926 "time" "BodyAcc" "std()" "Z"
"WALKING" "29" -0.242828038264151 "time" "BodyAcc" "std()" "Z"
"WALKING" "30" -0.120476783907692 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "1" -0.0194792388471698 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "2" -0.112121021220833 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "3" -0.369754604067797 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "4" -0.372137777692308 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "5" -0.308938978787234 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "6" -0.353519514896078 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "7" -0.145665025639216 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "8" 0.121187278790244 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "9" -0.253434083542857 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "10" -0.0738744931340426 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "11" -0.203369399185185 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "12" -0.436697425576923 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "13" -0.217210568085455 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "14" 0.609017879074074 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "15" -0.379717488104167 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "16" -0.129283825721569 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "17" -0.230220954239583 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "18" -0.31437339137931 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "19" -0.1904685504575 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "20" -0.229249455098039 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "21" -0.219707928574468 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "22" -0.109613216345238 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "23" 0.10080118935098 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "24" -0.255601012881356 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "25" -0.296523975076923 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "26" -0.404596936545455 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "27" -0.23070787672549 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "28" -0.28598691372549 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "29" 0.0995443502346939 "time" "BodyAcc" "std()" "Z"
"WALKING_UPSTAIRS" "30" 0.0249468034966154 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "1" -0.230434213204082 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "2" -0.10283790806383 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "3" -0.362240245489796 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "4" -0.479185977111111 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "5" -0.325891435319149 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "6" -0.320204232520417 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "7" -0.0636402447755319 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "8" 0.1337170395 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "9" -0.00771530035714285 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "10" -0.183557562032895 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "11" -0.324026938043478 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "12" -0.425017413478261 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "13" -0.158333146191489 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "14" 0.451576075111111 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "15" -0.281982181666667 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "16" 0.0114353944787234 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "17" -0.231064156615217 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "18" -0.418610127454545 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "19" 0.049322451025641 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "20" -0.160938536488889 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "21" -0.0717893558666667 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "22" -0.325722718055556 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "23" 0.229898742944444 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "24" -0.205566380745455 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "25" -0.457972381896552 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "26" -0.284807676 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "27" -0.240040783340909 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "28" -0.341031811521739 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "29" -0.223177999879167 "time" "BodyAcc" "std()" "Z"
"WALKING_DOWNSTAIRS" "30" -0.217275690290323 "time" "BodyAcc" "std()" "Z"
"SITTING" "1" -0.93958629106383 "time" "BodyAcc" "std()" "Z"
"SITTING" "2" -0.95982817173913 "time" "BodyAcc" "std()" "Z"
"SITTING" "3" -0.875110175384615 "time" "BodyAcc" "std()" "Z"
"SITTING" "4" -0.9322030066 "time" "BodyAcc" "std()" "Z"
"SITTING" "5" -0.926094740227273 "time" "BodyAcc" "std()" "Z"
"SITTING" "6" -0.925797097090909 "time" "BodyAcc" "std()" "Z"
"SITTING" "7" -0.8565329414375 "time" "BodyAcc" "std()" "Z"
"SITTING" "8" -0.939553030217391 "time" "BodyAcc" "std()" "Z"
"SITTING" "9" -0.83200187268 "time" "BodyAcc" "std()" "Z"
"SITTING" "10" -0.967826981666667 "time" "BodyAcc" "std()" "Z"
"SITTING" "11" -0.968370181886792 "time" "BodyAcc" "std()" "Z"
"SITTING" "12" -0.939661889019608 "time" "BodyAcc" "std()" "Z"
"SITTING" "13" -0.938641215510204 "time" "BodyAcc" "std()" "Z"
"SITTING" "14" -0.922774835740741 "time" "BodyAcc" "std()" "Z"
"SITTING" "15" -0.949338025084746 "time" "BodyAcc" "std()" "Z"
"SITTING" "16" -0.939672247101449 "time" "BodyAcc" "std()" "Z"
"SITTING" "17" -0.96572919578125 "time" "BodyAcc" "std()" "Z"
"SITTING" "18" -0.977572717017544 "time" "BodyAcc" "std()" "Z"
"SITTING" "19" -0.951929615068493 "time" "BodyAcc" "std()" "Z"
"SITTING" "20" -0.929106396818182 "time" "BodyAcc" "std()" "Z"
"SITTING" "21" -0.959567861764706 "time" "BodyAcc" "std()" "Z"
"SITTING" "22" -0.917564853870968 "time" "BodyAcc" "std()" "Z"
"SITTING" "23" -0.905584390323529 "time" "BodyAcc" "std()" "Z"
"SITTING" "24" -0.957056111470588 "time" "BodyAcc" "std()" "Z"
"SITTING" "25" -0.965139552153846 "time" "BodyAcc" "std()" "Z"
"SITTING" "26" -0.950004414102564 "time" "BodyAcc" "std()" "Z"
"SITTING" "27" -0.965858735142857 "time" "BodyAcc" "std()" "Z"
"SITTING" "28" -0.936667245694444 "time" "BodyAcc" "std()" "Z"
"SITTING" "29" -0.968063878166667 "time" "BodyAcc" "std()" "Z"
"SITTING" "30" -0.950654041290323 "time" "BodyAcc" "std()" "Z"
"STANDING" "1" -0.979775876981132 "time" "BodyAcc" "std()" "Z"
"STANDING" "2" -0.949741851296296 "time" "BodyAcc" "std()" "Z"
"STANDING" "3" -0.911419015081967 "time" "BodyAcc" "std()" "Z"
"STANDING" "4" -0.896880538392857 "time" "BodyAcc" "std()" "Z"
"STANDING" "5" -0.869327321785714 "time" "BodyAcc" "std()" "Z"
"STANDING" "6" -0.925692371929825 "time" "BodyAcc" "std()" "Z"
"STANDING" "7" -0.917064168490566 "time" "BodyAcc" "std()" "Z"
"STANDING" "8" -0.926065255185185 "time" "BodyAcc" "std()" "Z"
"STANDING" "9" -0.919295805777778 "time" "BodyAcc" "std()" "Z"
"STANDING" "10" -0.941271440454545 "time" "BodyAcc" "std()" "Z"
"STANDING" "11" -0.986382712765957 "time" "BodyAcc" "std()" "Z"
"STANDING" "12" -0.920684800114754 "time" "BodyAcc" "std()" "Z"
"STANDING" "13" -0.967538031754386 "time" "BodyAcc" "std()" "Z"
"STANDING" "14" -0.9222763115 "time" "BodyAcc" "std()" "Z"
"STANDING" "15" -0.951670257924528 "time" "BodyAcc" "std()" "Z"
"STANDING" "16" -0.953468961666667 "time" "BodyAcc" "std()" "Z"
"STANDING" "17" -0.970462679230769 "time" "BodyAcc" "std()" "Z"
"STANDING" "18" -0.961873909178082 "time" "BodyAcc" "std()" "Z"
"STANDING" "19" -0.952599653972603 "time" "BodyAcc" "std()" "Z"
"STANDING" "20" -0.913142481643836 "time" "BodyAcc" "std()" "Z"
"STANDING" "21" -0.946123407078652 "time" "BodyAcc" "std()" "Z"
"STANDING" "22" -0.942201655238095 "time" "BodyAcc" "std()" "Z"
"STANDING" "23" -0.929409745147059 "time" "BodyAcc" "std()" "Z"
"STANDING" "24" -0.930283530144928 "time" "BodyAcc" "std()" "Z"
"STANDING" "25" -0.964642688108108 "time" "BodyAcc" "std()" "Z"
"STANDING" "26" -0.962988401351351 "time" "BodyAcc" "std()" "Z"
"STANDING" "27" -0.962408444875 "time" "BodyAcc" "std()" "Z"
"STANDING" "28" -0.905123824177215 "time" "BodyAcc" "std()" "Z"
"STANDING" "29" -0.980207488923077 "time" "BodyAcc" "std()" "Z"
"STANDING" "30" -0.912850596949152 "time" "BodyAcc" "std()" "Z"
"LAYING" "1" -0.826061401628 "time" "BodyAcc" "std()" "Z"
"LAYING" "2" -0.984233296875 "time" "BodyAcc" "std()" "Z"
"LAYING" "3" -0.96369103483871 "time" "BodyAcc" "std()" "Z"
"LAYING" "4" -0.962667314814815 "time" "BodyAcc" "std()" "Z"
"LAYING" "5" -0.968562516346154 "time" "BodyAcc" "std()" "Z"
"LAYING" "6" -0.925216100350877 "time" "BodyAcc" "std()" "Z"
"LAYING" "7" -0.952978365961539 "time" "BodyAcc" "std()" "Z"
"LAYING" "8" -0.932491454407407 "time" "BodyAcc" "std()" "Z"
"LAYING" "9" -0.9407072854 "time" "BodyAcc" "std()" "Z"
"LAYING" "10" -0.95947148637931 "time" "BodyAcc" "std()" "Z"
"LAYING" "11" -0.971311176842105 "time" "BodyAcc" "std()" "Z"
"LAYING" "12" -0.9483338435 "time" "BodyAcc" "std()" "Z"
"LAYING" "13" -0.950392995483871 "time" "BodyAcc" "std()" "Z"
"LAYING" "14" -0.900331921686275 "time" "BodyAcc" "std()" "Z"
"LAYING" "15" -0.929586835277778 "time" "BodyAcc" "std()" "Z"
"LAYING" "16" -0.965490276285714 "time" "BodyAcc" "std()" "Z"
"LAYING" "17" -0.953476700140845 "time" "BodyAcc" "std()" "Z"
"LAYING" "18" -0.987658662307692 "time" "BodyAcc" "std()" "Z"
"LAYING" "19" -0.984672837228916 "time" "BodyAcc" "std()" "Z"
"LAYING" "20" -0.972571998382353 "time" "BodyAcc" "std()" "Z"
"LAYING" "21" -0.945653787777778 "time" "BodyAcc" "std()" "Z"
"LAYING" "22" -0.942945807916667 "time" "BodyAcc" "std()" "Z"
"LAYING" "23" -0.973223495416667 "time" "BodyAcc" "std()" "Z"
"LAYING" "24" -0.973566958888889 "time" "BodyAcc" "std()" "Z"
"LAYING" "25" -0.717262004013699 "time" "BodyAcc" "std()" "Z"
"LAYING" "26" -0.984500013157895 "time" "BodyAcc" "std()" "Z"
"LAYING" "27" -0.986636996081081 "time" "BodyAcc" "std()" "Z"
"LAYING" "28" -0.956450342875 "time" "BodyAcc" "std()" "Z"
"LAYING" "29" -0.987255149855072 "time" "BodyAcc" "std()" "Z"
"LAYING" "30" -0.967044236428571 "time" "BodyAcc" "std()" "Z"
"WALKING" "1" 0.935223201473684 "time" "GravityAcc" "mean()" "X"
"WALKING" "2" 0.91301733338983 "time" "GravityAcc" "mean()" "X"
"WALKING" "3" 0.936506743275862 "time" "GravityAcc" "mean()" "X"
"WALKING" "4" 0.963999696833333 "time" "GravityAcc" "mean()" "X"
"WALKING" "5" 0.972624959821429 "time" "GravityAcc" "mean()" "X"
"WALKING" "6" 0.958067455087719 "time" "GravityAcc" "mean()" "X"
"WALKING" "7" 0.932566472280702 "time" "GravityAcc" "mean()" "X"
"WALKING" "8" 0.913586347916667 "time" "GravityAcc" "mean()" "X"
"WALKING" "9" 0.951867079615385 "time" "GravityAcc" "mean()" "X"
"WALKING" "10" 0.963092149811321 "time" "GravityAcc" "mean()" "X"
"WALKING" "11" 0.946468451355932 "time" "GravityAcc" "mean()" "X"
"WALKING" "12" 0.9668735148 "time" "GravityAcc" "mean()" "X"
"WALKING" "13" 0.910855709298246 "time" "GravityAcc" "mean()" "X"
"WALKING" "14" 0.802973961525424 "time" "GravityAcc" "mean()" "X"
"WALKING" "15" 0.951524391481481 "time" "GravityAcc" "mean()" "X"
"WALKING" "16" 0.925981326078431 "time" "GravityAcc" "mean()" "X"
"WALKING" "17" 0.92811236852459 "time" "GravityAcc" "mean()" "X"
"WALKING" "18" 0.92386524875 "time" "GravityAcc" "mean()" "X"
"WALKING" "19" 0.935222559230769 "time" "GravityAcc" "mean()" "X"
"WALKING" "20" 0.899965205686274 "time" "GravityAcc" "mean()" "X"
"WALKING" "21" 0.862524800961538 "time" "GravityAcc" "mean()" "X"
"WALKING" "22" 0.936096410434783 "time" "GravityAcc" "mean()" "X"
"WALKING" "23" 0.939809688644068 "time" "GravityAcc" "mean()" "X"
"WALKING" "24" 0.95970108137931 "time" "GravityAcc" "mean()" "X"
"WALKING" "25" 0.937483114459459 "time" "GravityAcc" "mean()" "X"
"WALKING" "26" 0.960647754576271 "time" "GravityAcc" "mean()" "X"
"WALKING" "27" 0.944759287368421 "time" "GravityAcc" "mean()" "X"
"WALKING" "28" 0.942930275555556 "time" "GravityAcc" "mean()" "X"
"WALKING" "29" 0.96237438509434 "time" "GravityAcc" "mean()" "X"
"WALKING" "30" 0.965217551076923 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "1" 0.89335109754717 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "2" 0.790717418541667 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "3" 0.883533436101695 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "4" 0.946264314423077 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "5" 0.936821834893617 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "6" 0.913632241568627 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "7" 0.81874656 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "8" 0.860368718780488 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "9" 0.902647777755102 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "10" 0.931861027446809 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "11" 0.892626155555556 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "12" 0.938371473269231 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "13" 0.847634313454545 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "14" 0.688256122222222 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "15" 0.918544812291667 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "16" 0.826874282745098 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "17" 0.853530565833333 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "18" 0.883330258448276 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "19" 0.8294283725 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "20" 0.777095717058824 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "21" 0.781177210851064 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "22" 0.889454382857143 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "23" 0.843438810196078 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "24" 0.906369500508475 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "25" 0.927693239538462 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "26" 0.942095257090909 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "27" 0.868000278627451 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "28" 0.854508231764706 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "29" 0.929258953877551 "time" "GravityAcc" "mean()" "X"
"WALKING_UPSTAIRS" "30" 0.93182983 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "1" 0.931874418979592 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "2" 0.861831345531915 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "3" 0.939057787755102 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "4" 0.947731858666667 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "5" 0.956649352553192 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "6" 0.928531455208333 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "7" 0.930623632765957 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "8" 0.914023498421053 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "9" 0.938417773333333 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "10" 0.939807421052632 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "11" 0.941746406521739 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "12" 0.949861980652174 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "13" 0.941875619787234 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "14" 0.81629643 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "15" 0.932302200476191 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "16" 0.917818427021277 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "17" 0.928817578043478 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "18" 0.932277478363636 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "19" 0.881940855128205 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "20" 0.91972663 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "21" 0.872683205555556 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "22" 0.921820641944444 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "23" 0.923711401296296 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "24" 0.950883416727273 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "25" 0.929627532241379 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "26" 0.9467972718 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "27" 0.931380178636364 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "28" 0.929291680434783 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "29" 0.948486215 "time" "GravityAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "30" 0.958000491451613 "time" "GravityAcc" "mean()" "X"
"SITTING" "1" 0.831509933404255 "time" "GravityAcc" "mean()" "X"
"SITTING" "2" 0.940477273043478 "time" "GravityAcc" "mean()" "X"
"SITTING" "3" 0.901098984615385 "time" "GravityAcc" "mean()" "X"
"SITTING" "4" 0.8693030064 "time" "GravityAcc" "mean()" "X"
"SITTING" "5" 0.880731443863636 "time" "GravityAcc" "mean()" "X"
"SITTING" "6" 0.933692934909091 "time" "GravityAcc" "mean()" "X"
"SITTING" "7" 0.969147824375 "time" "GravityAcc" "mean()" "X"
"SITTING" "8" 0.832453878043478 "time" "GravityAcc" "mean()" "X"
"SITTING" "9" 0.9163245106 "time" "GravityAcc" "mean()" "X"
"SITTING" "10" 0.791887198148148 "time" "GravityAcc" "mean()" "X"
"SITTING" "11" 0.871963798301887 "time" "GravityAcc" "mean()" "X"
"SITTING" "12" 0.926228975490196 "time" "GravityAcc" "mean()" "X"
"SITTING" "13" 0.92557651244898 "time" "GravityAcc" "mean()" "X"
"SITTING" "14" 0.939038759814815 "time" "GravityAcc" "mean()" "X"
"SITTING" "15" 0.89036426220339 "time" "GravityAcc" "mean()" "X"
"SITTING" "16" 0.942457377971014 "time" "GravityAcc" "mean()" "X"
"SITTING" "17" 0.94488374765625 "time" "GravityAcc" "mean()" "X"
"SITTING" "18" 0.909816469298246 "time" "GravityAcc" "mean()" "X"
"SITTING" "19" 0.581371509041096 "time" "GravityAcc" "mean()" "X"
"SITTING" "20" 0.924454522424242 "time" "GravityAcc" "mean()" "X"
"SITTING" "21" 0.940031368 "time" "GravityAcc" "mean()" "X"
"SITTING" "22" 0.839305928709677 "time" "GravityAcc" "mean()" "X"
"SITTING" "23" 0.936509242941176 "time" "GravityAcc" "mean()" "X"
"SITTING" "24" 0.919637604411765 "time" "GravityAcc" "mean()" "X"
"SITTING" "25" 0.865686078153846 "time" "GravityAcc" "mean()" "X"
"SITTING" "26" 0.782955611794872 "time" "GravityAcc" "mean()" "X"
"SITTING" "27" 0.839464714 "time" "GravityAcc" "mean()" "X"
"SITTING" "28" 0.907331309166667 "time" "GravityAcc" "mean()" "X"
"SITTING" "29" 0.891563755166667 "time" "GravityAcc" "mean()" "X"
"SITTING" "30" 0.825473836935484 "time" "GravityAcc" "mean()" "X"
"STANDING" "1" 0.942952000377358 "time" "GravityAcc" "mean()" "X"
"STANDING" "2" 0.896928566851852 "time" "GravityAcc" "mean()" "X"
"STANDING" "3" 0.93503077852459 "time" "GravityAcc" "mean()" "X"
"STANDING" "4" 0.95619779125 "time" "GravityAcc" "mean()" "X"
"STANDING" "5" 0.960188699107143 "time" "GravityAcc" "mean()" "X"
"STANDING" "6" 0.945139003859649 "time" "GravityAcc" "mean()" "X"
"STANDING" "7" 0.958728687924528 "time" "GravityAcc" "mean()" "X"
"STANDING" "8" 0.957669921111111 "time" "GravityAcc" "mean()" "X"
"STANDING" "9" 0.961323502222222 "time" "GravityAcc" "mean()" "X"
"STANDING" "10" 0.954008785454545 "time" "GravityAcc" "mean()" "X"
"STANDING" "11" 0.956464535957447 "time" "GravityAcc" "mean()" "X"
"STANDING" "12" 0.957317821803279 "time" "GravityAcc" "mean()" "X"
"STANDING" "13" 0.942695296842105 "time" "GravityAcc" "mean()" "X"
"STANDING" "14" 0.875319569 "time" "GravityAcc" "mean()" "X"
"STANDING" "15" 0.965528899622642 "time" "GravityAcc" "mean()" "X"
"STANDING" "16" 0.941587749358974 "time" "GravityAcc" "mean()" "X"
"STANDING" "17" 0.904678547435897 "time" "GravityAcc" "mean()" "X"
"STANDING" "18" 0.947573239863014 "time" "GravityAcc" "mean()" "X"
"STANDING" "19" 0.944045837534247 "time" "GravityAcc" "mean()" "X"
"STANDING" "20" 0.911231752465753 "time" "GravityAcc" "mean()" "X"
"STANDING" "21" 0.881213341910112 "time" "GravityAcc" "mean()" "X"
"STANDING" "22" 0.954064297619048 "time" "GravityAcc" "mean()" "X"
"STANDING" "23" 0.919857125882353 "time" "GravityAcc" "mean()" "X"
"STANDING" "24" 0.96644228 "time" "GravityAcc" "mean()" "X"
"STANDING" "25" 0.929794733108108 "time" "GravityAcc" "mean()" "X"
"STANDING" "26" 0.965460891621622 "time" "GravityAcc" "mean()" "X"
"STANDING" "27" 0.965351492 "time" "GravityAcc" "mean()" "X"
"STANDING" "28" 0.948514848481013 "time" "GravityAcc" "mean()" "X"
"STANDING" "29" 0.974508732 "time" "GravityAcc" "mean()" "X"
"STANDING" "30" 0.968556705084746 "time" "GravityAcc" "mean()" "X"
"LAYING" "1" -0.24888179828 "time" "GravityAcc" "mean()" "X"
"LAYING" "2" -0.509754238125 "time" "GravityAcc" "mean()" "X"
"LAYING" "3" -0.241758478064516 "time" "GravityAcc" "mean()" "X"
